"""content""","""contenttype""","""created""","""id""","""language"""
"b'@happypaoleta Buenas tardes Paoleta, para poderte ayudar personalmente puedes escribirnos un mail con todos los det\xe2\x80\xa6 https://t.co/btPEBva6Qu'","""text/plain""",1543341158,1.06748E+18,"""es"""
"b'RT @CarlaHinojosaR: About @tousjewelry xmas dinner.\xe2\x9c\xa8 #tousjewelry en Madrid, Spain https://t.co/5eNzoNyWPj'","""text/plain""",1543315654,1.06737E+18,"""es"""
b'Enjoy Black Friday! Discover all the discounts on https://t.co/XxMOKSxLNU  #TOUSJewelry #TOUSLovers https://t.co/nw16cA5lEf',"""text/plain""",1543052220,1.06626E+18,"""es"""
"b'Get ready, set, go! Don\xe2\x80\x99t miss out our discounts! Discover them on https://t.co/XxMOKSxLNU https://t.co/Pz6aK5WAZy'","""text/plain""",1542979137,1.06596E+18,"""es"""
"b'@CMaliany Buenos d\xc3\xadas Carmen M\xc2\xaa, lamentamos lo que nos comentas. Para poder gestionar tu caso personalmente, por fa\xe2\x80\xa6 https://t.co/sneSDDj6m6'","""text/plain""",1542963493,1.06589E+18,"""es"""
b'Are your ready for Black Friday? Don\xe2\x80\x99t miss out our discounts! Discover them at https://t.co/XxMOKSxLNU https://t.co/9DJCuZYHhH',"""text/plain""",1542907099,1.06566E+18,"""es"""
"b'@Font_Pau Hi Pau, the music that appears has been specially composed for the commercial ad. Best regards'","""text/plain""",1542875968,1.06553E+18,"""es"""
"b'@Leticia4tero @elcorteinglesac Hola Leticia, lamentamos lo que nos comentas. Para poder gestionar tu caso personalm\xe2\x80\xa6 https://t.co/L9Uca3mHRz'","""text/plain""",1542875398,1.06552E+18,"""es"""
"b'@Kobadonga Hola Sonia, lamentamos lo que nos comentas. Para poder gestionar tu caso personalmente, por favor, env\xc3\xada\xe2\x80\xa6 https://t.co/ZKXsoQXJsJ'","""text/plain""",1542875369,1.06552E+18,"""es"""
b'We\xe2\x80\x99re getting a head start! Get ready for our Black Friday exceptional discounts at https://t.co/XxMOKSxLNU and TOU\xe2\x80\xa6 https://t.co/0jRxyfPv0H',"""text/plain""",1542816414,1.06528E+18,"""es"""
"b'@Aranchanc Buenos d\xc3\xadas Arancha, te recomendamos que est\xc3\xa9s atenta a nuestras redes sociales para conocer todas las campa\xc3\xb1as. Un saludo'","""text/plain""",1542643188,1.06455E+18,"""es"""
b'Aunt Edna wanted her treasured necklace to go to one of her nieces. Who deserves it more? You decide. Stay tuned fo\xe2\x80\xa6 https://t.co/4KVpqUmEj2',"""text/plain""",1542285017,1.06305E+18,"""es"""
"b'An inheritance, two sisters and three tests. Who will win aunt Edna\xe2\x80\x99s necklace? Soon at https://t.co/XxMOKSxLNU https://t.co/CVQIkCb5Pe'","""text/plain""",1542184021,1.06262E+18,"""es"""
"b'@FM0949016142 Good moring, we deeply regret to hear this. To provide you the most accuarte answer, please, send an\xe2\x80\xa6 https://t.co/s0ltfk2A7l'","""text/plain""",1542096258,1.06225E+18,"""es"""
b'Do the mix! Create limitless combinations with dazzling looks. Discover Hold collection on https://t.co/XxMOKSxLNU https://t.co/YcBBdwOHLy',"""text/plain""",1541693210,1.06056E+18,"""es"""
"b'@javierdulla Hola Javi, lamentamos lo que nos comentas. Para gestionar tu consulta personalmente, por favor, env\xc3\xada\xe2\x80\xa6 https://t.co/dfYqPL1rxg'","""text/plain""",1541691975,1.06056E+18,"""es"""
"b'@feribombon Hola Feri, lamentamos lo que nos comentas. Para poder gestionar tu caso personalmente, por favor, env\xc3\xada\xe2\x80\xa6 https://t.co/1j0DQOWVLW'","""text/plain""",1541667592,1.06046E+18,"""es"""
"b'@MarianitsQ2 @tousjewerly Hola Mariana, nos consta que nuestro Departamento de Atenci\xc3\xb3n al Cliente est\xc3\xa1 gestionado\xe2\x80\xa6 https://t.co/LqtFRpxMkh'","""text/plain""",1541493517,1.05973E+18,"""es"""
"b'@katyrossel Buenos d\xc3\xadas Katherine, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente,\xe2\x80\xa6 https://t.co/aka5hSsHdF'","""text/plain""",1541490950,1.05972E+18,"""es"""
"b'@MarianitsQ2 Buenos d\xc3\xadas Mariana, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, p\xe2\x80\xa6 https://t.co/c5xZWz6NVa'","""text/plain""",1541404219,1.05935E+18,"""es"""
"b'@anabelsalomonL Hola Anabel, para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un email a ayuda@tous.com. Un saludo'","""text/plain""",1540838482,1.05698E+18,"""es"""
"b'@C_Mejias_S @ParqueArauco Hola Cristian, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalm\xe2\x80\xa6 https://t.co/YqTpAEGkdD'","""text/plain""",1540838402,1.05698E+18,"""es"""
"b'@CMaliany @VentePrivee_ES Buenos d\xc3\xadas, para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un email a ayuda@tous.com. Gracias'","""text/plain""",1540547128,1.05576E+18,"""es"""
"b'@mj_macas67 Buenos d\xc3\xadas Majo, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por f\xe2\x80\xa6 https://t.co/4JGQ02QTlP'","""text/plain""",1540195713,1.05428E+18,"""es"""
"b'@dalalcita Buenos d\xc3\xadas, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por favor,\xe2\x80\xa6 https://t.co/YYQ5f4mnl3'","""text/plain""",1540190858,1.05426E+18,"""es"""
"b'@PAPASARRUGAS @rosatous @Privalia_es Buenos d\xc3\xadas, lamentamos lo que nos comentas. Para poder gestionar tu consulta\xe2\x80\xa6 https://t.co/9Nk7oLj5JU'","""text/plain""",1539931616,1.05318E+18,"""es"""
"b'@lauhoechlin Buenos d\xc3\xadas, para poder gestionar tu consulta personalmente, env\xc3\xada un email a ayuda@tous.com. Un saludo'","""text/plain""",1539758752,1.05245E+18,"""es"""
"b'@tiffaaanny_10 Buenos d\xc3\xadas, lamentamos lo que nos comentas. Por favor, explica lo sucedido enviando un email a ayuda@tous.com. Un saludo'","""text/plain""",1539682205,1.05213E+18,"""es"""
"b'@Ferfollos @mrw_es Hola Fernando, para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un email a ayuda\xe2\x80\xa6 https://t.co/IjjUo5T3ts'","""text/plain""",1539258114,1.05035E+18,"""es"""
"b'@Vic041290 Buenos d\xc3\xadas V\xc3\xadctor, para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un email a ayuda@tous.com. Un saludo'","""text/plain""",1539240012,1.05027E+18,"""es"""
"b'@grinchmx80 Buenos d\xc3\xadas Carlos, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por\xe2\x80\xa6 https://t.co/Ntu8VA4mge'","""text/plain""",1539239953,1.05027E+18,"""es"""
"b'@pamelamagnier @rosatous Dear Pamela, we deeply regreat to hear this. To provide you the most accurate answer, plea\xe2\x80\xa6 https://t.co/mnSRxGEfU2'","""text/plain""",1538981782,1.04919E+18,"""es"""
"b'@MoiAndrea Dear Andreia, to provide you the most accurate answer, please send an email to https://t.co/XxMOKSxLNU. Best regards'","""text/plain""",1538980989,1.04919E+18,"""es"""
"b'RT @CamescomOficial: @Rosatous VP Corporativa de @tousjewelry | Con 80 tiendas instaladas en el pa\xc3\xads, para #Tous, #M\xc3\xa9xico representa el seg\xe2\x80\xa6'","""text/plain""",1538765832,1.04829E+18,"""es"""
"b'RT @GlobalGiftUSA: Agradecemos a @tousjewelry, firma de joyas que desde desde 1920, ha creado un estilo \xc3\xbanico y a @rosatous, quien nos acom\xe2\x80\xa6'","""text/plain""",1538739936,1.04818E+18,"""es"""
"b'@jlotec @centrostafe Buenos d\xc3\xadas Jorge, lamentamos lo que nos comentas. Para poder gestionar tu caso personalmente,\xe2\x80\xa6 https://t.co/bA4UYVSZ7s'","""text/plain""",1538379437,1.04667E+18,"""es"""
"b'RT @MonicaSors: Primer look desde #PFW, con lo nuevo de @tousjewelry : HOLD COLLECTION :) VER -&gt; https://t.co/Mgdz2dVD2X\n#TOUSHold #TOUSJew\xe2\x80\xa6'","""text/plain""",1538128974,1.04561E+18,"""es"""
"b'@Normorozco Hola Norma, nos consta que nuestro Servicio de Atenci\xc3\xb3n al cliente est\xc3\xa1 trabajando en tu caso. Un saludo'","""text/plain""",1538059118,1.04532E+18,"""es"""
b'RT @AndaluciaJunta: \xf0\x9f\x91\x9b\xf0\x9f\x92\x8d La Escuela de Joyer\xc3\xada de #Andaluc\xc3\xada y @Tous Jewelry colaborar\xc3\xa1n para llevar a cabo la primera edici\xc3\xb3n de la Escuela\xe2\x80\xa6',"""text/plain""",1537968423,1.04494E+18,"""es"""
"b""RT @harpersbazaarES: Pepa Salazar reinventa el 'osito' de @tousjewelry \xf0\x9f\x98\x8dhttps://t.co/SPzw9SQJcd https://t.co/MwVpYxY6PY""","""text/plain""",1537944781,1.04484E+18,"""es"""
"b'@olgalabella Buenos d\xc3\xadas Olga, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por\xe2\x80\xa6 https://t.co/pyggQYE5ED'","""text/plain""",1537772536,1.04412E+18,"""es"""
"b'@Normorozco Buenos d\xc3\xadas, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xada\xe2\x80\xa6 https://t.co/WN9TElhITP'","""text/plain""",1537772217,1.04412E+18,"""es"""
"b'@tinitasanchez Hola Cristina, lamentamos lo que nos comentas. Por favor, para poder atenderte personalmente, env\xc3\xada\xe2\x80\xa6 https://t.co/wG2j5sxWRu'","""text/plain""",1537512400,1.04303E+18,"""es"""
"b'@clarosj18 @enesca18 Buenos d\xc3\xadas Claudia, lamentamos lo que nos comentas. Para poder gestionar tu consulta personal\xe2\x80\xa6 https://t.co/FIfqpwg9q5'","""text/plain""",1537512063,1.04303E+18,"""es"""
"b'@muchajessy @RJCJewellery Hola Jessica, nos consta que nuestro Servicio de Atenci\xc3\xb3n al Cliente est\xc3\xa1 gestionando tu caso. Un saludo'","""text/plain""",1537339268,1.0423E+18,"""es"""
b'RT @styleinlima: Las joyas que se pondr\xc3\xa1n de moda este oto\xc3\xb1o: https://t.co/DBjnAtkg3Q @tousjewelry #toushold #tous https://t.co/0VfjYPUZA2',"""text/plain""",1537281492,1.04206E+18,"""es"""
"b'Thanks to the hard work and innovation of our master jewelers, with Hold you can create as many looks as you mind c\xe2\x80\xa6 https://t.co/sTwusICmdl'","""text/plain""",1537196063,1.0417E+18,"""es"""
"b'@sidrinho Buenos d\xc3\xadas, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xada u\xe2\x80\xa6 https://t.co/5jYIFNHVQ2'","""text/plain""",1536908156,1.04049E+18,"""es"""
"b'RT @BrandsofSpain: .@tousjewelry ha presentado la Escuela TOUS de Joyer\xc3\xada y Oficios Artesanos, un proyecto formativo que busca fomentar la\xe2\x80\xa6'","""text/plain""",1536758076,1.03986E+18,"""es"""
"b'@carolaguevara @AltoLasCondes Hola Carola, lamentamos lo que nos comentas. Para poder gestionar tu consulta persona\xe2\x80\xa6 https://t.co/b6wtYIYFcf'","""text/plain""",1536313659,1.038E+18,"""es"""
"b'@blogFashionRoom Hola, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xada u\xe2\x80\xa6 https://t.co/1Nj7VIWD9S'","""text/plain""",1536313604,1.038E+18,"""es"""
"b'@abirtr Buenos d\xc3\xadas Abir, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por favor\xe2\x80\xa6 https://t.co/T6p5GvWN2I'","""text/plain""",1536136624,1.03726E+18,"""es"""
"b'@torini_no_uchi Hola, lamentamos lo que nos comentas. Para poder revisar tu caso personalmente, por favor, env\xc3\xada un\xe2\x80\xa6 https://t.co/EgBZOStJHi'","""text/plain""",1536073167,1.03699E+18,"""es"""
"b'@muchajessy @RJCJewellery Hola Jessica, lamentamos lo que nos comentas. Para poder revisar tu caso personalmente, p\xe2\x80\xa6 https://t.co/GfGLeiezOl'","""text/plain""",1535955889,1.0365E+18,"""es"""
b'Gwyneth Paltrow presents the new FW18 collection. Discover the latest designs on https://t.co/XxMOKSxLNU and at TOU\xe2\x80\xa6 https://t.co/Hc0yaTBKTT',"""text/plain""",1535833080,1.03599E+18,"""es"""
"b'Hold it, mix it, love it. Create as many looks as you can imagine. Discover Hold on https://t.co/XxMOKSxLNU https://t.co/NGWDkjZFNg'","""text/plain""",1535614379,1.03507E+18,"""es"""
b'What would be your perfect combination? Create and discover your Hold jewels on https://t.co/XxMOKSxLNU. https://t.co/7h5dD6wXSs',"""text/plain""",1535464323,1.03444E+18,"""es"""
"b'@rapunvel Buenos d\xc3\xadas, lamentamos lo que nos comentas. Para revisar tu caso personalmente, por favor, env\xc3\xada un emai\xe2\x80\xa6 https://t.co/6ntsDVqJkO'","""text/plain""",1535454711,1.0344E+18,"""es"""
"b'@paisdeconejos Buenos d\xc3\xadas, lamentamos lo que nos comentas. Para poder revisar tu caso personalmente, por favor, en\xe2\x80\xa6 https://t.co/VUcyMb02eU'","""text/plain""",1535454636,1.0344E+18,"""es"""
"b'Imagine, create and personalize. With Hold, there are unlimited combinations. Discover the collection on\xe2\x80\xa6 https://t.co/Vfx2EI0DD1'","""text/plain""",1535099413,1.03291E+18,"""es"""
"b'@scarstairs24 @Profeco @AtencionProfeco Buenos d\xc3\xadas, lamentamos lo que nos comentas. Para poder revisar tu caso per\xe2\x80\xa6 https://t.co/uwCa3RJxWG'","""text/plain""",1534923504,1.03217E+18,"""es"""
b'The iconic Rosa de Abril has been reissued in new colors that make it fresh and dynimic. Discover the collection on\xe2\x80\xa6 https://t.co/NwXEogrJQj',"""text/plain""",1534859462,1.0319E+18,"""es"""
"b'One jewel, infinite looks. TOUS presents the Hold collection. Discover how to customize your jewels and create your\xe2\x80\xa6 https://t.co/wEL6SfZVd6'","""text/plain""",1534773048,1.03154E+18,"""es"""
"b'@ronicahs @tous Hola Vero, lamentamos lo que nos comentas. Nuestro departamento de atenci\xc3\xb3n al cliente est\xc3\xa1 trabajando en tu caso. Un saludo'","""text/plain""",1534748889,1.03144E+18,"""es"""
"b'@EsmeraldaChm Hola, lamentamos lo que nos comentas. Para poder revisar tu caso personalmente, por favor, env\xc3\xada un e\xe2\x80\xa6 https://t.co/vUnXJEJYpQ'","""text/plain""",1534748082,1.03143E+18,"""es"""
b'Discover on https://t.co/XxMOKSxLNU the new Sweet Dolls collection recreated with silver being a part of every colo\xe2\x80\xa6 https://t.co/1IpJXFAw8V',"""text/plain""",1534501525,1.0304E+18,"""es"""
"b'@maria05661401 Hola Maria, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por favo\xe2\x80\xa6 https://t.co/u0aSdG0SAx'","""text/plain""",1534429865,1.0301E+18,"""es"""
"b'@laura20115 @rosatous Hola Laura, lamentamos las molestias ocasionadas. Nos consta que nuestro departamento de aten\xe2\x80\xa6 https://t.co/VOpHvsfxa6'","""text/plain""",1534424931,1.03008E+18,"""es"""
"b'@juanjitovera0 Hola Juanjo, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, en\xe2\x80\xa6 https://t.co/QtXQHrbIg0'","""text/plain""",1534408368,1.03001E+18,"""es"""
"b'@AmirS2 Hello, we deeply regret to hear this. To provide you the most accurate answer, please send an email to help@tous.com. Thank you'","""text/plain""",1534408238,1.03001E+18,"""es"""
"b'@tan_pr @LeSsyhdez Hola Tania, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por\xe2\x80\xa6 https://t.co/AClwul2A3l'","""text/plain""",1534408167,1.03001E+18,"""es"""
"b'@jo0anita Hola Joanna, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xada u\xe2\x80\xa6 https://t.co/9p2zCpPObt'","""text/plain""",1534408098,1.03001E+18,"""es"""
"b'@Crisvgo Buenos d\xc3\xadas Cris, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por favo\xe2\x80\xa6 https://t.co/xTx1Pl7fTj'","""text/plain""",1534407972,1.03001E+18,"""es"""
"b'@AlberFDM Hola, puedes contactarnos enviando un email a ayuda@tous.com. Un saludo'","""text/plain""",1534407912,1.03001E+18,"""es"""
"b'@ZuccaMR Hola Silvia, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un\xe2\x80\xa6 https://t.co/QLnZ42n9ty'","""text/plain""",1534407819,1.03001E+18,"""es"""
"b'@lindanirvana Buenos d\xc3\xadas Linda, para poder gestionar tu consulta personalmente, por favor env\xc3\xada un email a help@tous.com. Gracias'","""text/plain""",1534407719,1.03001E+18,"""es"""
b'@Ingcel @rosatous @palaciohierro Lamentamos el retraso en la soluci\xc3\xb3n de su caso. Nos consta que nuestro departamen\xe2\x80\xa6 https://t.co/TuFz1Woe9C',"""text/plain""",1533136380,1.02467E+18,"""es"""
"b'@rebeccadillon24 Dear Rebecca, sorry for the delay. We will now contact our costumer service department in order th\xe2\x80\xa6 https://t.co/Eko0dD1VW0'","""text/plain""",1533136295,1.02467E+18,"""es"""
"b'The most iconic TOUS collection is being reinvented with new materials, to make you fall in love more than ever. Di\xe2\x80\xa6 https://t.co/hkgl2yb3r8'","""text/plain""",1533028658,1.02422E+18,"""es"""
"b""RT @RJCJewellery: A big and warm welcome to the #RJC's Community of Confidence @tousjewelry! #responsible #business https://t.co/cLQhQUjLYf""","""text/plain""",1532964534,1.02395E+18,"""es"""
b'Will you marry me? \xf0\x9f\x90\xbb\xf0\x9f\x92\x8e #TOUSbridal #TOUSlovers #TOUSjewelry https://t.co/IVmkA3gWyt',"""text/plain""",1532964004,1.02395E+18,"""es"""
"b'@irenevalds Buenos d\xc3\xadas Irene, lamentamos las molestias ocasionadas. Puedes acudir a tu tienda TOUS m\xc3\xa1s cercana par\xe2\x80\xa6 https://t.co/nuEDzVvQnh'","""text/plain""",1532963883,1.02395E+18,"""es"""
"b'RT @AndreaSernaCOL: @SilviaTcherassi + @tousjewelry, el combo perfecto\xf0\x9f\x92\xa5. #Colombiamoda2018 https://t.co/83mWG6ICwu'","""text/plain""",1532963837,1.02395E+18,"""es"""
"b'@abiaramburu Buenos d\xc3\xadas, gracias por contactarnos. Para poder gestionar tu consulta personalmente, por favor, env\xc3\xad\xe2\x80\xa6 https://t.co/uEwMRD7G4V'","""text/plain""",1532672610,1.02273E+18,"""es"""
b'Give yourself a beautiful and stunning jewelry. Discover the new Sky Power collection on https://t.co/XxMOKSxLNU https://t.co/uoOckkwEds',"""text/plain""",1532531087,1.02214E+18,"""es"""
"b'@fran_photo_elx Hola Francisco, nos consta que nuestro departamento de Atenci\xc3\xb3n al Cliente est\xc3\xa1 gestionando tu caso. Un saludo'","""text/plain""",1532506174,1.02203E+18,"""es"""
"b'@CrispiFC Hola Cristina, lamentamos lo que nos comentas. Para poder gestionar tu caso personalmente, por favor, env\xe2\x80\xa6 https://t.co/geuvhj1x5I'","""text/plain""",1532356912,1.02141E+18,"""es"""
b'Which one is your favourite?\xf0\x9f\x90\x8d\xf0\x9f\x8c\x99\xf0\x9f\x8c\xb8\xf0\x9f\x92\x9a\nDiscover the new Gempowered collection on https://t.co/XxMOKSxLNU https://t.co/QsWmfK0RCQ',"""text/plain""",1532354580,1.0214E+18,"""es"""
"b'@EderSunshine @PlazaSanLuis Hola, lamentamos lo que nos comentas. Para poder revisar tu caso personalmente, por fav\xe2\x80\xa6 https://t.co/EP7hmgTrdh'","""text/plain""",1532326385,1.02128E+18,"""es"""
b'Fall in love more than ever combining jewels of different materials. Discover Sweet Dolls on https://t.co/XxMOKSxLNU https://t.co/hGXpU6eAZl',"""text/plain""",1532010488,1.01995E+18,"""es"""
"b'@fran_photo_elx Hola Francisco, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por\xe2\x80\xa6 https://t.co/ET6MWWOI3u'","""text/plain""",1531989523,1.01986E+18,"""es"""
"b'@Martita14_92 Buenos d\xc3\xadas Marta, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, po\xe2\x80\xa6 https://t.co/qpixu3Sog2'","""text/plain""",1531896646,1.01947E+18,"""es"""
"b'@pilarcastillo85 Hola Pilar, lamentamos lo que nos comentas. Para poder gestionar tu consulta personalmente, por fa\xe2\x80\xa6 https://t.co/KjINUEaZM2'","""text/plain""",1531835389,1.01922E+18,"""es"""
b'Summer look! Discover the new collection on https://t.co/XxMOKSxLNU https://t.co/rIYtkKcVHR',"""text/plain""",1531812315,1.01912E+18,"""es"""
b'Perfect jewels that will help you shine the brightest.\nDiscover our collection on https://t.co/XxMOKSxLNU https://t.co/Ce88ZxhhvH',"""text/plain""",1531736304,1.0188E+18,"""es"""
"b'@tibuska1 Buenos d\xc3\xadas, gracias por contactarnos. Para poder gestionar tu pregunta personalmente, por favor, env\xc3\xada u\xe2\x80\xa6 https://t.co/iXSTxRPWLn'","""text/plain""",1531463171,1.01766E+18,"""es"""
"b'@Spollard17 @miamiairports Dear Sophie, we deeply regret to hear this. To provide you the most accurate answer, ple\xe2\x80\xa6 https://t.co/dOkmj0DHBT'","""text/plain""",1531463108,1.01766E+18,"""es"""
"b'@rebeccadillon24 Dear Rebecca, We deeply regret to hear this. To provide you the most accurate answer, please send\xe2\x80\xa6 https://t.co/NiLLH6OGxp'","""text/plain""",1531315873,1.01704E+18,"""es"""
"b'@lindanirvana Hola Linda, para poder gestionar tu consulta personalmente, por favor, env\xc3\xada un email a ayuda.mx@tous.com. Gracias.'","""text/plain""",1531314572,1.01703E+18,"""es"""
b'Gemstones full of sparkle. Discover the Gempowered collection on https://t.co/XxMOKSxLNU https://t.co/GKz92aT71A',"""text/plain""",1531233353,1.01669E+18,"""es"""
b'@taniacrole Dear Tania. We deeply regret to hear this. Please send an email to help@tous.com explaining your experi\xe2\x80\xa6 https://t.co/rbgO7atnv2',"""text/plain""",1531148612,1.01634E+18,"""es"""
"b'@by_Nus Dear Anna, to provide you the most accurate answer, please send an email to customerservice@rurh.ru. Many thanks'","""text/plain""",1531143570,1.01632E+18,"""es"""
b'Are you ready for the summer? Discover our summer bags selection on https://t.co/XxMOKSxLNU\nPhoto: @cassandradelav https://t.co/bYq5E3vB0e',"""text/plain""",1531130133,1.01626E+18,"""es"""
"b'@Ingcel @palaciohierro Buenos d\xc3\xadas, para poder resolver tu consulta personalmente, por favor, env\xc3\xada un email explic\xe2\x80\xa6 https://t.co/wzbv8SMY9a'","""text/plain""",1530858883,1.01512E+18,"""es"""
"b'@eri_kmartinez Hola Erika, lamentamos lo que nos comentas. Nuestro Departamento de Atenci\xc3\xb3n al Cliente se pondr\xc3\xa1 en\xe2\x80\xa6 https://t.co/81FvXxlFWW'","""text/plain""",1530711986,1.01451E+18,"""es"""
b'RT @rosatous: Muy orgullosa y feliz de poder anunciar que @tousjewelry ha entrado a formar parte de la organizaci\xc3\xb3n @RJCJewellery. Se trata\xe2\x80\xa6',"""text/plain""",1530697800,1.01445E+18,"""es"""
b'RT @yo_dona: @CarlaHinojosaR recibe el premio a la Influencer m\xc3\xa1s trendy by @tousjewelry \xc2\xa1Enhorabuena! #PartyYoDona https://t.co/8EtByj25RK',"""text/plain""",1530688041,1.01441E+18,"""es"""
"b'@g_gdo Hi, to provide you the most accurate answer, please send an email to help@tous.com. Thank you'","""text/plain""",1530687630,1.0144E+18,"""es"""
"b'The most iconic TOUS collection is being reinvented, to make you fall in love more than ever. Discover Sweet Dolls\xe2\x80\xa6 https://t.co/FAOUKTLVH8'","""text/plain""",1530685800,1.0144E+18,"""es"""
b'The perfect guest #TOUSJewelry #TOUSLovers https://t.co/T83eM63O5e',"""text/plain""",1530607223,1.01407E+18,"""es"""
"b'@audracrozier @elcorteingles @elcorteinglesac @elcorteinglesja Hola Aura, lamentamos las molestias ocasionadas. Env\xe2\x80\xa6 https://t.co/4TwKr3p2Lv'","""text/plain""",1530539990,1.01378E+18,"""es"""
"b'@ArranzSilvia @rosatous @rosaorioldetous Dear Silvia, thanks for contacting us. We inform you that our Customer Ser\xe2\x80\xa6 https://t.co/lpaLw0dZ5A'","""text/plain""",1530517923,1.01369E+18,"""es"""
"b'@Julian_gracia Buenos d\xc3\xadas Juli\xc3\xa1n, lamentamos tu experiencia. Para gestionar tu caso personalmente, por favor, env\xc3\xad\xe2\x80\xa6 https://t.co/QRCPqoF5b3'","""text/plain""",1530512716,1.01367E+18,"""es"""
"b'@jmayols Hola Jose, lamentamos tu experiencia. Nos consta que nuestro Servicio de Atenci\xc3\xb3n al Cliente est\xc3\xa1 revisand\xe2\x80\xa6 https://t.co/foSQ1ytLdy'","""text/plain""",1530257189,1.0126E+18,"""es"""
"b'@orangespy Hi, thanks for contacting us. We deeply regret to hear this. To provide you the most accurate answer, pl\xe2\x80\xa6 https://t.co/NfyxxskLji'","""text/plain""",1530168424,1.01223E+18,"""es"""
"b'@JessicaUribe8 Hola Jessica, gracias por contactarnos. Para poder atenderte personalmente, por favor, env\xc3\xada un emai\xe2\x80\xa6 https://t.co/aeUik3K4cR'","""text/plain""",1530168085,1.01222E+18,"""es"""
"b'@HashimAbdullah_ Hi Hasim, our Customer Service is already managing your email.\nThank you'","""text/plain""",1530107159,1.01197E+18,"""es"""
"b'@HashimAbdullah_ Hi Hashim, please to provide you the most accurate answer, send an email to help@tous.com. Thank you'","""text/plain""",1530011089,1.01157E+18,"""es"""
"b'@MohammedSabban Hi Mohammed, to provide you the most accurate answer, please send an email to help@tous.com. Thank you'","""text/plain""",1529994169,1.01149E+18,"""es"""
"b'@HashimAbdullah_ Hi, to provide you the most accurate answer, please send an email to help@tous.com Thank you'","""text/plain""",1529908944,1.01114E+18,"""es"""
"b'@myalone_ Hi, thanks for contacting us. Please send an email to help@tous.com to provide you the most accurate answer. Best regards'","""text/plain""",1529648365,1.01004E+18,"""es"""
"b'@ArranzSilvia Hola Silvia, nos consta que nuestro servicio de atenci\xc3\xb3n al cliente ya ha gestionado tu consulta. Muchas gracias.'","""text/plain""",1529574831,1.00974E+18,"""es"""
b'Would you say Yes to this ring? #TOUSBridal https://t.co/cYnXS52HIu',"""text/plain""",1529335821,1.00873E+18,"""es"""
"b'@Herman_Cipres Lamentamos las molestias ocasionadas. Por favor, env\xc3\xadanos toda la informaci\xc3\xb3n a ayuda@tous.com para\xe2\x80\xa6 https://t.co/K7y2MfqQYn'","""text/plain""",1529334111,1.00873E+18,"""es"""
b'@asier_oion Buenas tardes. Te recomendamos visitar tu tienda TOUS con el correspondiente certificado de autenticida\xe2\x80\xa6 https://t.co/oMtunkSPcR',"""text/plain""",1529332230,1.00872E+18,"""es"""
"b'@curly_natalia Buenos d\xc3\xadas Natalia, puedes dirigirte a tu tienda TOUS o escribirnos a ayuda@tous.com Por favor ten\xe2\x80\xa6 https://t.co/6N52GskKuw'","""text/plain""",1529332119,1.00872E+18,"""es"""
"b'@daffr85 Buenos d\xc3\xadas Daniel, lamentamos las molestias ocasionadas. Para poder atenderte personalmente, por favor en\xe2\x80\xa6 https://t.co/Slyt1TtHPy'","""text/plain""",1529065499,1.0076E+18,"""es"""
"b'@SANISKALA @TousChile Lamentamos la mala experiencia. Para poder atenderte personalmente, te recomendamos llamar a\xe2\x80\xa6 https://t.co/SxxiemLHUK'","""text/plain""",1529065428,1.0076E+18,"""es"""
"b'@guadalupefm5691 Lamentamos las molestias. Durante la campa\xc3\xb1a el servicio de atenci\xc3\xb3n al cliente, debido al alto vo\xe2\x80\xa6 https://t.co/ewBgJTSwkD'","""text/plain""",1529065237,1.0076E+18,"""es"""
"b'@RckrLady Buenos d\xc3\xadas. Para consultas sobre productos, disponibilidad y precios puedes dirigirte a tu tienda TOUS m\xc3\xa1s cercana. Un saludo'","""text/plain""",1529065158,1.0076E+18,"""es"""
